HOUSEHOLD_ID,MEMBER_ID,LINE_NUMBER,A01_LAST_NAME,A01_FIRST_NAME,A01_SUFFIX,A01_MIDDLE_NAME,A02_RELATION_TO_HH_HEAD,A05_SEX,A07_AGE,A09_MARITAL_STATUS,A17_SOLO_PARENT,A18_SOLO_PARENT_ID,A19_SENIOR_CITIZEN_ID,A20_A_SEEING,A20_B_HEARING,A20_C_WALKING,A20_D_REMEMBERING,A20_E_SELF_CARING,A20_F_COMMUNICATING,B06_OFI,C01_SIMPLE_LITERACY,C02_HGC_LEVEL,C03_CURRENTLY_ATTENDING_SCHOOL,C05_CURRENT_GRADE_LEVEL,C06_REASON_NOT_ATTENDING_SCHOOL,C07_TVET_GRADUATE,C08_TVET_CURRENTLY_ATTENDING,E01_WORK_PAST_WEEK,E03_JOB_OR_BUSINESS_PAST_WEEK,E11_NATURE_OF_EMPLOYMENT,E12_NUMBER_OF_HOURS_WORKED,E13_NUMBER_OF_DAYS_WORKED,E14_TOTAL_NUMBER_OF_HOURS_WORKED,E15_WANT_MORE_HOURS,E16_LOOKING_FOR_ADDITIONAL_WORK,E18_CLASS_OF_WORKER,E19_BASIS_OF_PAYMENT,E24_REASON_MORE_OR_LESS_HOURS,E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,E29_REASON_NOT_LOOKING_FOR_WORK,E31_AVAILABLE_FOR_WORK,E32_WILLING_TO_WORK,E39_OWNERSHIP_OF_AGRI_LAND,E40_LAND_USED_IN_AGRI_ACTIVITY
HH000240,HH000240-M02,02,Domingo,Miguel,,Castillo,02,1,27,2,2,,,1,2,1,1,1,1,7,1,6,,,,2,2,1,,1,12,6,72,2,2,6,,12,,,,,2,
HH000240,HH000240-M03,03,Domingo,Vincent,,Mendoza,03,1,11,1,2,,,1,1,1,1,1,1,,2,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000240,HH000240-M04,04,Domingo,Patricia,,Reyes,04,2,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000240,HH000240-M05,05,Domingo,Sophia,,Fernandez,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000240,HH000240-M06,06,Domingo,Grace,,Reyes,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000241,HH000241-M01,01,Rivera,Joan,,Rivera,01,2,35,2,2,,,1,1,1,1,1,1,5,1,2,,,,2,2,1,,1,10,7,70,2,2,1,2,12,,,,,1,1
HH000241,HH000241-M02,02,Rivera,Daniel,,Diaz,02,1,34,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,9,6,52,2,2,3,,14,,,,,1,1
HH000241,HH000241-M03,03,Rivera,Paolo,,Garcia,03,1,18,1,2,,,1,1,1,1,1,1,7,1,2,2,,06,2,2,1,,1,9,6,53,2,2,1,7,11,,,,,2,
HH000241,HH000241-M04,04,Rivera,John,,Rivera,03,1,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,1,2,2,2,,,,,,,,,,1,,1,1,2,
HH000242,HH000242-M01,01,Ramos,Joshua,Jr.,Cruz,01,1,53,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,9,5,44,2,2,6,,,,,,,1,1
HH000242,HH000242-M02,02,Ramos,Camille,,Bautista,02,2,54,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,10,4,38,1,2,1,3,20,,,,,2,
HH000242,HH000242-M03,03,Ramos,Lance,,Ramos,03,1,5,1,,,,1,1,1,1,1,1,,1,0,2,,01,,,2,2,,,,,,,,,,,,,,,
HH000243,HH000243-M01,01,Ramos,Rafael,,Cruz,01,1,58,2,2,,,2,1,1,1,1,1,7,2,4,,,,2,2,1,,1,6,5,31,2,2,2,4,30,,,,,2,
HH000243,HH000243-M02,02,Ramos,Jasmine,,Ramos,02,2,53,2,2,,,1,1,1,1,1,1,7,2,2,,,,2,2,2,2,,,,,,,,,,1,,1,1,1,1
HH000243,HH000243-M03,03,Ramos,Ana,,Ramos,04,2,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000243,HH000243-M04,04,Ramos,Gabriel,,Soriano,03,1,10,2,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000243,HH000243-M05,05,Ramos,Rafael,,Reyes,03,1,3,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000243,HH000243-M06,06,Ramos,Gabriel,,Rivera,11,1,87,4,2,,1,2,3,2,1,1,4,7,1,2,,,,2,2,1,,2,8,5,38,1,2,3,,23,,,,,2,
HH000244,HH000244-M01,01,Aquino,Lance,,Bautista,01,1,34,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,6,48,2,2,1,6,,,,,,2,
HH000244,HH000244-M02,02,Aquino,Karen,,Aguilar,02,2,28,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,40,2,2,1,4,,,,,,2,
HH000244,HH000244-M03,03,Aquino,Noel,Jr.,Navarro,03,1,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,3,,,,,,,,,,1,,1,1,2,
HH000244,HH000244-M04,04,Aquino,Joan,,Castillo,04,2,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000244,HH000244-M05,05,Aquino,Rommel,Jr.,Soriano,03,1,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000244,HH000244-M06,06,Aquino,Nathan,Jr.,Ramos,03,1,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000245,HH000245-M01,01,Reyes,Jerome,III,Reyes,01,1,54,2,2,,,1,1,1,1,4,1,7,1,6,,,,2,2,1,,1,8,5,40,2,2,1,3,,,,,,2,
HH000245,HH000245-M02,02,Reyes,Andrea,,Lopez,02,2,59,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,1,3,10,0,0,2,2,1,3,12,,,,,2,
HH000245,HH000245-M03,03,Reyes,Sophia,,Diaz,04,2,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000245,HH000245-M04,04,Reyes,Nicole,,Santos,04,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000246,HH000246-M01,01,Garcia,Mae,,Mendoza,01,2,48,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,1,7,5,33,1,2,1,4,24,,,,,1,1
HH000246,HH000246-M02,02,Garcia,Vincent,,Aguilar,02,1,50,2,2,,,2,1,1,1,2,1,7,1,3,,,,2,2,1,,3,8,5,42,2,2,1,3,,,,,,2,
HH000246,HH000246-M03,03,Garcia,John,Jr.,Castillo,03,1,22,2,2,,,1,2,1,1,1,1,7,1,3,2,,09,2,2,2,3,,,,,,,,,,2,01,2,1,2,
HH000246,HH000246-M04,04,Garcia,Michelle,,Navarro,04,2,18,1,2,,,1,1,2,1,1,1,7,1,3,2,,09,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000246,HH000246-M05,05,Garcia,Leah,,Torres,04,2,13,1,2,,,1,1,1,1,1,1,,1,1,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000247,HH000247-M01,01,Rosales,Ana,,Navarro,01,2,47,2,2,,,2,1,1,3,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,1,2,1,1
HH000247,HH000247-M02,02,Rosales,Miguel,,Garcia,02,1,47,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,8,5,38,1,2,1,7,29,,,,,2,
HH000247,HH000247-M03,03,Rosales,Camille,,Castillo,04,2,18,1,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,1,,1,5,7,37,1,1,2,3,32,,,,,2,
HH000247,HH000247-M04,04,Rosales,Rafael,,Navarro,11,1,66,2,2,,1,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000248,HH000248-M01,01,Mendoza,Joan,,Soriano,01,2,52,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,7,4,28,2,2,5,4,25,,,,,2,
HH000248,HH000248-M02,02,Mendoza,Hanson,,Santos,02,1,52,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,8,5,40,2,2,3,,,,,,,2,
HH000248,HH000248-M03,03,Mendoza,Joan,,Cruz,04,2,17,1,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,2,2,,,,,,,,,,2,99,,,2,
HH000249,HH000249-M01,01,Garcia,Mark,,Garcia,01,1,27,2,2,,,2,1,1,2,1,1,7,1,4,,,,2,2,1,,2,6,5,32,1,1,3,,29,,,,,2,
HH000249,HH000249-M02,02,Garcia,Ella,,Torres,02,2,32,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,6,5,30,2,2,4,,23,,,,,2,
HH000249,HH000249-M03,03,Garcia,Vincent,,Flores,03,1,7,1,,,,1,1,1,1,1,1,,1,1,2,,06,,,2,2,,,,,,,,,,,,,,,
HH000249,HH000249-M04,04,Garcia,Joan,,Bautista,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000249,HH000249-M05,05,Garcia,Catherine,,Ramos,12,2,62,4,2,,1,1,1,1,1,1,1,7,1,4,,,,2,2,1,,2,8,5,41,2,2,1,4,,,,,,2,
HH000250,HH000250-M01,01,Santos,Christian,,Cruz,01,1,56,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,04,1,2,2,
HH000250,HH000250-M02,02,Santos,Sophia,,Lopez,02,2,56,2,2,,,1,1,3,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000250,HH000250-M03,03,Santos,Luis,,Ramos,03,1,19,1,2,,,2,1,1,1,1,1,7,1,3,2,,03,2,2,1,,1,9,5,44,2,2,1,4,,,,,,1,1
HH000250,HH000250-M04,04,Santos,Kristine,,Ramos,04,2,3,1,,,,,,,,,,,,,2,,01,,,,,,,,,,,,,,,,,,,
HH000251,HH000251-M01,01,Flores,Angelo,Jr.,Aquino,01,1,50,2,2,,,1,2,1,1,1,1,7,1,3,,,,2,2,1,,1,8,5,38,2,2,1,4,30,,,,,2,
HH000251,HH000251-M02,02,Flores,Patricia,,Reyes,02,2,52,2,2,,,1,1,1,1,1,1,7,2,3,,,,2,2,1,,3,8,5,39,2,2,1,3,28,,,,,2,
HH000251,HH000251-M03,03,Flores,Miguel,,Soriano,03,1,21,1,2,,,1,1,1,1,1,1,7,1,3,2,,14,2,2,1,,1,7,5,35,1,1,5,4,24,,,,,2,
HH000251,HH000251-M04,04,Flores,Juan,,Fernandez,03,1,17,1,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000251,HH000251-M05,05,Flores,Daniel,,Mendoza,03,1,5,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000252,HH000252-M01,01,Reyes,Sophia,,Reyes,01,2,42,1,1,1,,1,1,2,1,1,1,7,1,6,,,,2,2,1,,1,6,6,34,1,2,3,,20,,,,,2,
HH000252,HH000252-M02,02,Reyes,Hanson,,Lopez,03,1,6,1,,,,1,1,1,1,1,1,,1,1,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000252,HH000252-M03,03,Reyes,Ana,,Reyes,04,2,3,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000252,HH000252-M04,04,Reyes,Nathan,,Ramos,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000253,HH000253-M01,01,Reyes,Juan,,Diaz,01,1,26,2,2,,,1,1,1,1,1,2,7,1,6,,,,2,2,1,,1,10,5,48,2,2,4,,,,,,,2,
HH000253,HH000253-M02,02,Reyes,Joan,,Castillo,02,2,20,2,2,,,1,1,1,1,1,1,7,1,2,2,,08,2,2,1,,2,10,7,71,2,2,1,3,99,,,,,2,
HH000253,HH000253-M03,03,Reyes,Luis,,Valdez,03,1,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000253,HH000253-M04,04,Reyes,Angela,,Domingo,04,2,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000253,HH000253-M05,05,Reyes,Catherine,,Mendoza,04,2,6,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000253,HH000253-M06,06,Reyes,Joy,,Santos,04,2,5,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000253,HH000253-M07,07,Reyes,Patricia,,Ramos,04,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000254,HH000254-M01,01,De Vera,Rommel,,Torres,01,1,28,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,3,,,,,,,,,,1,,1,1,2,
HH000254,HH000254-M02,02,De Vera,Mae,,Valdez,02,2,31,2,2,,,1,2,1,1,1,1,7,1,4,,,,1,2,2,2,,,,,,,,,,2,04,1,2,2,
HH000254,HH000254-M03,03,De Vera,Jose,,Domingo,03,1,5,1,,,,1,1,1,1,1,1,,1,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000254,HH000254-M04,04,De Vera,Marco,,Mendoza,03,1,4,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000255,HH000255-M01,01,Cabrera,Christian,,Diaz,01,1,36,2,2,,,1,1,1,1,1,1,7,1,5,,,,2,2,2,1,2,7,0,0,1,2,1,3,20,,,,,2,
HH000255,HH000255-M02,02,Cabrera,Liza,,Rivera,02,2,31,2,2,,,1,1,1,1,1,1,7,1,5,,,,2,2,1,,2,10,5,48,2,2,1,4,,,,,,2,
HH000255,HH000255-M03,03,Cabrera,Sophia,,Rivera,04,2,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024014,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000255,HH000255-M04,04,Cabrera,Ella,,Rivera,04,2,12,1,2,,,1,2,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000255,HH000255-M05,05,Cabrera,Ana,,Flores,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000256,HH000256-M01,01,Torres,Angela,,Ramos,01,2,31,6,1,1,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,2,04,1,2,2,
HH000256,HH000256-M02,02,Torres,Ana,,Soriano,04,2,11,1,2,,,1,1,1,1,2,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000256,HH000256-M03,03,Torres,Mae,,Valdez,04,2,3,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000257,HH000257-M01,01,Bernal,Vincent,,Castillo,01,1,57,1,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,10,5,48,2,2,2,4,,,,,,2,
HH000257,HH000257-M02,02,Bernal,Vincent,,Santos,03,1,23,2,2,,,1,1,1,1,1,1,7,1,6,2,,08,2,2,1,,3,6,5,30,2,2,1,3,22,,,,,2,
HH000258,HH000258-M01,01,Domingo,Vincent,,Santos,01,1,44,2,2,,,1,1,1,1,1,1,7,1,4,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000258,HH000258-M02,02,Domingo,Liza,,Garcia,02,2,40,2,2,,,1,1,1,1,1,1,7,1,7,,,,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000259,HH000259-M01,01,Bautista,Noel,III,Flores,01,1,53,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,8,6,46,2,2,4,,,,,,,2,
HH000259,HH000259-M02,02,Bautista,Karen,,Valdez,02,2,51,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,8,6,49,2,2,1,7,14,,,,,2,
HH000259,HH000259-M03,03,Bautista,Daniel,,Ramos,03,1,24,2,2,,,1,1,1,1,1,1,7,1,3,2,,07,2,2,2,1,1,8,0,0,1,1,1,4,28,,,,,2,
HH000259,HH000259-M04,04,Bautista,Angelo,Jr.,Santos,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000259,HH000259-M05,05,Bautista,Angelo,Jr.,Fernandez,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000259,HH000259-M06,06,Bautista,Patricia,,Bautista,04,2,6,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000260,HH000260-M01,01,Fernandez,Leah,,Aquino,01,2,44,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000260,HH000260-M02,02,Fernandez,Paolo,,Domingo,02,1,40,2,2,,,1,1,2,1,1,1,7,1,6,,,,2,2,1,,2,12,5,62,1,2,4,,99,,,,,2,
HH000260,HH000260-M03,03,Fernandez,Rommel,,Aquino,03,1,20,1,2,,,1,1,1,1,1,2,7,1,6,1,00034012,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000260,HH000260-M04,04,Fernandez,Rommel,,Flores,03,1,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000261,HH000261-M01,01,Garcia,Sophia,,Santos,01,2,56,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,8,5,38,1,2,1,4,28,,,,,2,
HH000262,HH000262-M01,01,Navarro,Joy,,Castillo,01,2,36,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,5,4,18,2,2,6,,99,,,,,1,1
HH000262,HH000262-M02,02,Navarro,Angelo,,Diaz,02,1,41,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,1,8,5,39,2,2,1,1,28,,,,,1,1
HH000262,HH000262-M03,03,Navarro,Leah,,Torres,04,2,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024014,,1,2,2,2,,,,,,,,,,2,04,2,2,2,
HH000262,HH000262-M04,04,Navarro,Joshua,,Lopez,03,1,9,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000262,HH000262-M05,05,Navarro,Karen,,Rivera,16,2,26,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,41,2,2,6,,,,,,,2,
HH000263,HH000263-M01,01,Manalo,Jasmine,,Diaz,01,2,48,2,2,,,1,1,1,1,1,1,4,1,3,,,,2,2,1,,2,8,2,15,2,2,1,4,22,,,,,1,1
HH000263,HH000263-M02,02,Manalo,Luis,,Soriano,02,1,45,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,2,5,5,27,2,2,1,2,28,,,,,2,
HH000263,HH000263-M03,03,Manalo,Ana,,Reyes,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000264,HH000264-M01,01,Ramos,Joan,,Santos,01,2,26,2,2,,,1,1,2,1,1,1,7,1,6,,,,2,2,1,,1,8,7,56,2,2,1,7,12,,,,,2,
HH000264,HH000264-M02,02,Ramos,Angelo,,Valdez,02,1,21,2,2,,,1,1,1,1,1,1,7,1,6,2,,06,2,1,2,2,,,,,,,,,,2,09,,,2,
HH000265,HH000265-M01,01,Flores,Jose,III,Valdez,01,1,25,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,7,5,33,2,2,2,7,27,,,,,2,
HH000265,HH000265-M02,02,Flores,Andrea,,Mendoza,02,2,24,2,2,,,1,1,2,1,1,1,7,1,3,2,,05,1,2,2,2,,,,,,,,,,1,,1,1,1,1
HH000265,HH000265-M03,03,Flores,Rose,,Cruz,04,2,6,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000266,HH000266-M01,01,Dela Cruz,Leah,,Mendoza,01,2,53,2,2,,,1,1,2,1,1,1,7,1,6,,,,2,2,1,,1,10,5,50,2,2,3,,12,,,,,2,
HH000266,HH000266-M02,02,Dela Cruz,Angelo,,Castillo,02,1,51,2,2,,,1,2,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,04,2,2,2,
HH000266,HH000266-M03,03,Dela Cruz,Rafael,,Ramos,03,1,23,2,2,,,1,1,1,1,1,1,7,1,2,2,,08,2,2,1,,1,9,5,45,2,2,6,,,,,,,2,
HH000266,HH000266-M04,04,Dela Cruz,Rommel,Jr.,Cruz,03,1,22,3,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,1,2,2,2,,,,,,,,,,2,09,,,2,
HH000266,HH000266-M05,05,Dela Cruz,Nathan,Jr.,Cruz,03,1,18,1,2,,,1,1,1,1,1,1,1,1,3,1,00034012,,2,2,,,,,,,,,,,,,,,,,
HH000266,HH000266-M06,06,Dela Cruz,Camille,,Navarro,04,2,9,1,,,,1,1,1,1,2,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000266,HH000266-M07,07,Dela Cruz,Joshua,,Bautista,11,1,83,2,2,,1,2,2,1,1,1,1,7,2,3,,,,2,2,2,3,,,,,,,,,,2,07,,,2,
HH000267,HH000267-M01,01,Flores,Catherine,,Aguilar,01,2,43,6,1,1,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,12,5,62,2,2,2,4,12,,,,,2,
HH000267,HH000267-M02,02,Flores,Christian,,Domingo,03,1,22,2,2,,,1,1,1,1,1,1,7,1,6,2,,09,1,2,2,2,,,,,,,,,,2,09,,,2,
HH000267,HH000267-M03,03,Flores,Joshua,,Garcia,03,1,19,1,2,,,1,1,1,1,1,1,7,1,4,1,00034012,,2,1,1,,3,8,6,48,2,2,3,,,,,,,2,
HH000267,HH000267-M04,04,Flores,Liza,,Santos,04,2,13,2,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000268,HH000268-M01,01,Garcia,Vincent,,Domingo,01,1,52,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000268,HH000268-M02,02,Garcia,Patricia,,Bautista,02,2,53,2,2,,,1,1,1,1,3,1,7,1,5,,,,2,2,1,,1,6,5,31,1,1,3,,27,,,,,2,
HH000268,HH000268-M03,03,Garcia,Karen,,Aguilar,04,2,22,2,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,1,2,1,,1,8,6,46,2,2,1,4,,,,,,2,
HH000268,HH000268-M04,04,Garcia,Christian,,Garcia,03,1,16,1,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000268,HH000268-M05,05,Garcia,Paolo,,Lopez,11,1,72,2,2,,1,1,1,2,1,1,1,1,1,6,,,,2,2,,,,,,,,,,,,,,,,,
HH000268,HH000268-M06,06,Garcia,Camille,,Ramos,16,2,51,3,2,,,1,1,1,1,1,1,7,1,7,,,,2,2,1,,1,8,3,23,2,2,3,,24,,,,,2,
HH000269,HH000269-M01,01,Aguilar,Kristine,,Diaz,01,2,48,2,2,,,1,1,1,1,1,1,7,1,5,,,,2,2,1,,3,8,5,42,1,2,2,4,,,,,,2,
HH000269,HH000269-M02,02,Aguilar,Nathan,,Ramos,02,1,45,2,2,,,1,1,2,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,2,2,2,
HH000269,HH000269-M03,03,Aguilar,Grace,,Ramos,04,2,11,1,2,,,2,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000269,HH000269-M04,04,Aguilar,Nathan,,Aquino,03,1,9,1,,,,1,2,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000269,HH000269-M05,05,Aguilar,Jerome,Jr.,Soriano,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000270,HH000270-M01,01,Bernal,Joshua,,Ramos,01,1,45,2,2,,,1,1,1,1,1,1,7,1,4,,,,2,2,1,,1,8,5,38,1,2,1,3,23,,,,,2,
HH000270,HH000270-M02,02,Bernal,Bea,,Ramos,02,2,43,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,6,5,32,2,2,6,,20,,,,,2,
HH000270,HH000270-M03,03,Bernal,Maria,,Ramos,04,2,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000270,HH000270-M04,04,Bernal,Jose,,Flores,03,1,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000270,HH000270-M05,05,Bernal,Catherine,,Fernandez,04,2,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000271,HH000271-M01,01,Santos,Daniel,,Fernandez,01,1,50,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,1,1,,3,6,5,31,1,2,1,4,20,,,,,2,
HH000271,HH000271-M02,02,Santos,Karen,,Bautista,02,2,44,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,5,5,25,2,2,3,,31,,,,,2,
HH000272,HH000272-M01,01,Flores,Mark,III,Domingo,01,1,25,2,2,,,1,1,1,1,1,2,7,1,4,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000272,HH000272-M02,02,Flores,Bea,,Lopez,02,2,28,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,8,5,41,2,2,2,4,,,,,,2,
HH000272,HH000272-M03,03,Flores,Angelo,,Santos,03,1,7,1,,,,1,1,1,1,1,1,,1,1,2,,10,,,2,2,,,,,,,,,,,,,,,
HH000272,HH000272-M04,04,Flores,Andrea,,Torres,04,2,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000272,HH000272-M05,05,Flores,Lance,,Aguilar,03,1,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000273,HH000273-M01,01,Salazar,Juan,,Bautista,01,1,32,2,2,,,1,1,1,2,1,1,7,1,2,,,,2,2,1,,1,10,5,48,2,2,5,4,,,,,,2,
HH000273,HH000273-M02,02,Salazar,Bea,,Castillo,02,2,36,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,9,5,45,2,2,1,3,,,,,,2,
HH000273,HH000273-M03,03,Salazar,Rose,,Reyes,04,2,10,1,2,,,4,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000274,HH000274-M01,01,Reyes,Marco,,Reyes,01,1,32,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,4,6,22,2,2,1,3,28,,,,,2,
HH000274,HH000274-M02,02,Reyes,Camille,,Lopez,02,2,29,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,8,5,42,2,2,1,4,,,,,,2,
HH000274,HH000274-M03,03,Reyes,Andrea,,Reyes,04,2,8,1,,,,1,1,1,1,1,1,,1,1,1,00010014,,,,2,2,,,,,,,,,,,,,,,
HH000274,HH000274-M04,04,Reyes,Juan,Jr.,Soriano,03,1,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
